order_var,article_title,scrape_date
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:01:45Z
3,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:01:45Z
4,Korean man attacks woman for 'being a feminist',2023-11-06T16:01:45Z
5,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:01:45Z
6,Human skull found in Florida charity shop,2023-11-06T16:01:45Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:01:45Z
8,Ukraine military under pressure over deadly strike,2023-11-06T16:01:45Z
9,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:01:45Z
10,Why does France have military bases in Africa?,2023-11-06T16:01:45Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:06:45Z
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:06:45Z
3,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:06:45Z
4,Korean man attacks woman for 'being a feminist',2023-11-06T16:06:45Z
5,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:06:45Z
6,Human skull found in Florida charity shop,2023-11-06T16:06:45Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:06:45Z
8,Ukraine military under pressure over deadly strike,2023-11-06T16:06:45Z
9,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:06:45Z
10,Why does France have military bases in Africa?,2023-11-06T16:06:45Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:11:46Z
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:11:46Z
3,Korean man attacks woman for 'being a feminist',2023-11-06T16:11:46Z
4,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:11:46Z
5,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:11:46Z
6,Human skull found in Florida charity shop,2023-11-06T16:11:46Z
7,Ukraine military under pressure over deadly strike,2023-11-06T16:11:46Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:11:46Z
9,Why does France have military bases in Africa?,2023-11-06T16:11:46Z
10,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:11:46Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:16:47Z
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:16:47Z
3,Korean man attacks woman for 'being a feminist',2023-11-06T16:16:47Z
4,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:16:47Z
5,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:16:47Z
6,Human skull found in Florida charity shop,2023-11-06T16:16:47Z
7,Ukraine military under pressure over deadly strike,2023-11-06T16:16:47Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:16:47Z
9,Why does France have military bases in Africa?,2023-11-06T16:16:47Z
10,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:16:47Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:21:47Z
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:21:47Z
3,Korean man attacks woman for 'being a feminist',2023-11-06T16:21:47Z
4,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:21:47Z
5,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:21:47Z
6,Human skull found in Florida charity shop,2023-11-06T16:21:47Z
7,Ukraine military under pressure over deadly strike,2023-11-06T16:21:47Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:21:47Z
9,Why does France have military bases in Africa?,2023-11-06T16:21:47Z
10,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:21:47Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:26:48Z
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:26:48Z
3,Korean man attacks woman for 'being a feminist',2023-11-06T16:26:48Z
4,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:26:48Z
5,Human skull found in Florida charity shop,2023-11-06T16:26:48Z
6,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:26:48Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:26:48Z
8,Ukraine military under pressure over deadly strike,2023-11-06T16:26:48Z
9,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:26:48Z
10,Why does France have military bases in Africa?,2023-11-06T16:26:48Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:31:49Z
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:31:49Z
3,Korean man attacks woman for 'being a feminist',2023-11-06T16:31:49Z
4,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:31:49Z
5,Human skull found in Florida charity shop,2023-11-06T16:31:49Z
6,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:31:49Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:31:49Z
8,Ukraine military under pressure over deadly strike,2023-11-06T16:31:49Z
9,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:31:49Z
10,Why does France have military bases in Africa?,2023-11-06T16:31:49Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:36:49Z
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:36:49Z
3,Korean man attacks woman for 'being a feminist',2023-11-06T16:36:49Z
4,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:36:49Z
5,Human skull found in Florida charity shop,2023-11-06T16:36:49Z
6,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:36:49Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:36:49Z
8,Ukraine military under pressure over deadly strike,2023-11-06T16:36:49Z
9,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:36:49Z
10,Why does France have military bases in Africa?,2023-11-06T16:36:49Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:41:50Z
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:41:50Z
3,South Africa recalls all diplomats from Israel,2023-11-06T16:41:50Z
4,Korean man attacks woman for 'being a feminist',2023-11-06T16:41:50Z
5,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:41:50Z
6,Human skull found in Florida charity shop,2023-11-06T16:41:50Z
7,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:41:50Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:41:50Z
9,Ukraine military under pressure over deadly strike,2023-11-06T16:41:50Z
10,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:41:50Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:46:51Z
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:46:51Z
3,South Africa recalls all diplomats from Israel,2023-11-06T16:46:51Z
4,Korean man attacks woman for 'being a feminist',2023-11-06T16:46:51Z
5,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:46:51Z
6,Human skull found in Florida charity shop,2023-11-06T16:46:51Z
7,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:46:51Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:46:51Z
9,Ukraine military under pressure over deadly strike,2023-11-06T16:46:51Z
10,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:46:51Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:51:51Z
2,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:51:51Z
3,South Africa recalls all diplomats from Israel,2023-11-06T16:51:51Z
4,Korean man attacks woman for 'being a feminist',2023-11-06T16:51:51Z
5,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:51:51Z
6,Human skull found in Florida charity shop,2023-11-06T16:51:51Z
7,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:51:51Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:51:51Z
9,Ukraine military under pressure over deadly strike,2023-11-06T16:51:51Z
10,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:51:51Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T16:56:52Z
2,South Africa recalls all diplomats from Israel,2023-11-06T16:56:52Z
3,Barbra Streisand: I haven't had much fun in my life,2023-11-06T16:56:52Z
4,Fashion firm Boohoo breaks ethical promises,2023-11-06T16:56:52Z
5,Korean man attacks woman for 'being a feminist',2023-11-06T16:56:52Z
6,Human skull found in Florida charity shop,2023-11-06T16:56:52Z
7,Ukraine military under pressure over deadly strike,2023-11-06T16:56:52Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T16:56:52Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T16:56:52Z
10,Russian bombing of Kherson at record high - Ukraine,2023-11-06T16:56:52Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T17:01:53Z
2,South Africa recalls all diplomats from Israel,2023-11-06T17:01:53Z
3,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:01:53Z
4,Fashion firm Boohoo breaks ethical promises,2023-11-06T17:01:53Z
5,Korean man attacks woman for 'being a feminist',2023-11-06T17:01:53Z
6,Human skull found in Florida charity shop,2023-11-06T17:01:53Z
7,Ukraine military under pressure over deadly strike,2023-11-06T17:01:53Z
8,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:01:53Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:01:53Z
10,Russian bombing of Kherson at record high - Ukraine,2023-11-06T17:01:53Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T17:06:54Z
2,South Africa recalls all diplomats from Israel,2023-11-06T17:06:54Z
3,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:06:54Z
4,Trump clashes with judge at New York fraud trial,2023-11-06T17:06:54Z
5,Korean man attacks woman for 'being a feminist',2023-11-06T17:06:54Z
6,Fashion firm Boohoo breaks ethical promises,2023-11-06T17:06:54Z
7,Human skull found in Florida charity shop,2023-11-06T17:06:54Z
8,Ukraine military under pressure over deadly strike,2023-11-06T17:06:54Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:06:54Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:06:54Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T17:11:54Z
2,South Africa recalls all diplomats from Israel,2023-11-06T17:11:54Z
3,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:11:54Z
4,Trump clashes with judge at New York fraud trial,2023-11-06T17:11:54Z
5,Korean man attacks woman for 'being a feminist',2023-11-06T17:11:54Z
6,Fashion firm Boohoo breaks ethical promises,2023-11-06T17:11:54Z
7,Human skull found in Florida charity shop,2023-11-06T17:11:54Z
8,Ukraine military under pressure over deadly strike,2023-11-06T17:11:54Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:11:54Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:11:54Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T17:16:55Z
2,South Africa recalls all diplomats from Israel,2023-11-06T17:16:55Z
3,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:16:55Z
4,Trump clashes with judge at New York fraud trial,2023-11-06T17:16:55Z
5,Korean man attacks woman for 'being a feminist',2023-11-06T17:16:55Z
6,Fashion firm Boohoo breaks ethical promises,2023-11-06T17:16:55Z
7,Human skull found in Florida charity shop,2023-11-06T17:16:55Z
8,Ukraine military under pressure over deadly strike,2023-11-06T17:16:55Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:16:55Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:16:55Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T17:21:55Z
2,South Africa recalls all diplomats from Israel,2023-11-06T17:21:55Z
3,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:21:55Z
4,Trump clashes with judge at New York fraud trial,2023-11-06T17:21:55Z
5,Korean man attacks woman for 'being a feminist',2023-11-06T17:21:55Z
6,Fashion firm Boohoo breaks ethical promises,2023-11-06T17:21:55Z
7,Human skull found in Florida charity shop,2023-11-06T17:21:55Z
8,Ukraine military under pressure over deadly strike,2023-11-06T17:21:55Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:21:55Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:21:55Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T17:26:56Z
2,Bumble founder steps down as boss of dating app,2023-11-06T17:26:56Z
3,South Africa recalls all diplomats from Israel,2023-11-06T17:26:56Z
4,Trump clashes with judge at New York fraud trial,2023-11-06T17:26:56Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:26:56Z
6,Korean man attacks woman for 'being a feminist',2023-11-06T17:26:56Z
7,Human skull found in Florida charity shop,2023-11-06T17:26:56Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:26:56Z
9,Ukraine military under pressure over deadly strike,2023-11-06T17:26:56Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:26:56Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T17:31:57Z
2,Bumble founder steps down as boss of dating app,2023-11-06T17:31:57Z
3,South Africa recalls all diplomats from Israel,2023-11-06T17:31:57Z
4,Trump clashes with judge at New York fraud trial,2023-11-06T17:31:57Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:31:57Z
6,Korean man attacks woman for 'being a feminist',2023-11-06T17:31:57Z
7,Human skull found in Florida charity shop,2023-11-06T17:31:57Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:31:57Z
9,Ukraine military under pressure over deadly strike,2023-11-06T17:31:57Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:31:57Z
1,The US is quietly arming Taiwan to the teeth,2023-11-06T17:36:58Z
2,Bumble founder steps down as boss of dating app,2023-11-06T17:36:58Z
3,South Africa recalls all diplomats from Israel,2023-11-06T17:36:58Z
4,Trump clashes with judge at New York fraud trial,2023-11-06T17:36:58Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:36:58Z
6,Korean man attacks woman for 'being a feminist',2023-11-06T17:36:58Z
7,Human skull found in Florida charity shop,2023-11-06T17:36:58Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:36:58Z
9,Ukraine military under pressure over deadly strike,2023-11-06T17:36:58Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:36:58Z
1,Bumble founder steps down as boss of dating app,2023-11-06T17:41:58Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T17:41:58Z
3,Trump clashes with judge at New York fraud trial,2023-11-06T17:41:58Z
4,South Africa recalls all diplomats from Israel,2023-11-06T17:41:58Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:41:58Z
6,Korean man attacks woman for 'being a feminist',2023-11-06T17:41:58Z
7,Human skull found in Florida charity shop,2023-11-06T17:41:58Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:41:58Z
9,Ukraine military under pressure over deadly strike,2023-11-06T17:41:58Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:41:58Z
1,Bumble founder steps down as boss of dating app,2023-11-06T17:46:59Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T17:46:59Z
3,Trump clashes with judge at New York fraud trial,2023-11-06T17:46:59Z
4,South Africa recalls all diplomats from Israel,2023-11-06T17:46:59Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:46:59Z
6,Korean man attacks woman for 'being a feminist',2023-11-06T17:46:59Z
7,Human skull found in Florida charity shop,2023-11-06T17:46:59Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:46:59Z
9,Ukraine military under pressure over deadly strike,2023-11-06T17:46:59Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:46:59Z
1,Bumble founder steps down as boss of dating app,2023-11-06T17:51:59Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T17:51:59Z
3,Trump clashes with judge at New York fraud trial,2023-11-06T17:51:59Z
4,South Africa recalls all diplomats from Israel,2023-11-06T17:51:59Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:51:59Z
6,Korean man attacks woman for 'being a feminist',2023-11-06T17:51:59Z
7,Human skull found in Florida charity shop,2023-11-06T17:51:59Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:51:59Z
9,Ukraine military under pressure over deadly strike,2023-11-06T17:51:59Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:51:59Z
1,Bumble founder steps down as boss of dating app,2023-11-06T17:57:00Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T17:57:00Z
3,Trump clashes with judge at New York fraud trial,2023-11-06T17:57:00Z
4,South Africa recalls all diplomats from Israel,2023-11-06T17:57:00Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T17:57:00Z
6,Korean man attacks woman for 'being a feminist',2023-11-06T17:57:00Z
7,Human skull found in Florida charity shop,2023-11-06T17:57:00Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T17:57:00Z
9,Ukraine military under pressure over deadly strike,2023-11-06T17:57:00Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T17:57:00Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:02:01Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T18:02:01Z
3,Trump clashes with judge at New York fraud trial,2023-11-06T18:02:01Z
4,South Africa recalls all diplomats from Israel,2023-11-06T18:02:01Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:02:01Z
6,Korean man attacks woman for 'being a feminist',2023-11-06T18:02:01Z
7,Human skull found in Florida charity shop,2023-11-06T18:02:01Z
8,Ukraine military under pressure over deadly strike,2023-11-06T18:02:01Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:02:01Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:02:01Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:07:02Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T18:07:02Z
3,Trump clashes with judge at New York fraud trial,2023-11-06T18:07:02Z
4,South Africa recalls all diplomats from Israel,2023-11-06T18:07:02Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:07:02Z
6,Korean man attacks woman for 'being a feminist',2023-11-06T18:07:02Z
7,Human skull found in Florida charity shop,2023-11-06T18:07:02Z
8,Ukraine military under pressure over deadly strike,2023-11-06T18:07:02Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:07:02Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:07:02Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:12:02Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T18:12:02Z
3,South Africa recalls all diplomats from Israel,2023-11-06T18:12:02Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:12:02Z
5,Korean man attacks woman for 'being a feminist',2023-11-06T18:12:02Z
6,Human skull found in Florida charity shop,2023-11-06T18:12:02Z
7,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:12:02Z
8,Ukraine military under pressure over deadly strike,2023-11-06T18:12:02Z
9,Hungary museum head sacked over LGBT content,2023-11-06T18:12:02Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:12:02Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:17:03Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T18:17:03Z
3,South Africa recalls all diplomats from Israel,2023-11-06T18:17:03Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:17:03Z
5,Korean man attacks woman for 'being a feminist',2023-11-06T18:17:03Z
6,Human skull found in Florida charity shop,2023-11-06T18:17:03Z
7,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:17:03Z
8,Ukraine military under pressure over deadly strike,2023-11-06T18:17:03Z
9,Hungary museum head sacked over LGBT content,2023-11-06T18:17:03Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:17:03Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:22:04Z
2,The US is quietly arming Taiwan to the teeth,2023-11-06T18:22:04Z
3,South Africa recalls all diplomats from Israel,2023-11-06T18:22:04Z
4,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:22:04Z
5,Korean man attacks woman for 'being a feminist',2023-11-06T18:22:04Z
6,Human skull found in Florida charity shop,2023-11-06T18:22:04Z
7,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:22:04Z
8,Ukraine military under pressure over deadly strike,2023-11-06T18:22:04Z
9,Hungary museum head sacked over LGBT content,2023-11-06T18:22:04Z
10,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:22:04Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:27:04Z
2,Hungary museum head sacked over LGBT content,2023-11-06T18:27:04Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T18:27:04Z
4,South Africa recalls all diplomats from Israel,2023-11-06T18:27:04Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:27:04Z
6,Human skull found in Florida charity shop,2023-11-06T18:27:04Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T18:27:04Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:27:04Z
9,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:27:04Z
10,Ukraine military under pressure over deadly strike,2023-11-06T18:27:04Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:32:05Z
2,Hungary museum head sacked over LGBT content,2023-11-06T18:32:05Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T18:32:05Z
4,South Africa recalls all diplomats from Israel,2023-11-06T18:32:05Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:32:05Z
6,Human skull found in Florida charity shop,2023-11-06T18:32:05Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T18:32:05Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:32:05Z
9,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:32:05Z
10,Ukraine military under pressure over deadly strike,2023-11-06T18:32:05Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:37:06Z
2,Hungary museum head sacked over LGBT content,2023-11-06T18:37:06Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T18:37:06Z
4,South Africa recalls all diplomats from Israel,2023-11-06T18:37:06Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:37:06Z
6,Human skull found in Florida charity shop,2023-11-06T18:37:06Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T18:37:06Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:37:06Z
9,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:37:06Z
10,Ukraine military under pressure over deadly strike,2023-11-06T18:37:06Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:42:06Z
2,Hungary museum head sacked over LGBT content,2023-11-06T18:42:06Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T18:42:06Z
4,South Africa recalls all diplomats from Israel,2023-11-06T18:42:06Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:42:06Z
6,Human skull found in Florida charity shop,2023-11-06T18:42:06Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T18:42:06Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:42:06Z
9,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:42:06Z
10,Democrat Tlaib says Biden supports genocide,2023-11-06T18:42:06Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:47:07Z
2,Hungary museum head sacked over LGBT content,2023-11-06T18:47:07Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T18:47:07Z
4,South Africa recalls all diplomats from Israel,2023-11-06T18:47:07Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:47:07Z
6,Human skull found in Florida charity shop,2023-11-06T18:47:07Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T18:47:07Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:47:07Z
9,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:47:07Z
10,Democrat Tlaib says Biden supports genocide,2023-11-06T18:47:07Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:52:08Z
2,Hungary museum head sacked over LGBT content,2023-11-06T18:52:08Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T18:52:08Z
4,South Africa recalls all diplomats from Israel,2023-11-06T18:52:08Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:52:08Z
6,Human skull found in Florida charity shop,2023-11-06T18:52:08Z
7,Korean man attacks woman for 'being a feminist',2023-11-06T18:52:08Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:52:08Z
9,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:52:08Z
10,Democrat Tlaib says Biden supports genocide,2023-11-06T18:52:08Z
1,Bumble founder steps down as boss of dating app,2023-11-06T18:57:09Z
2,Hungary museum head sacked over LGBT content,2023-11-06T18:57:09Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T18:57:09Z
4,South Africa recalls all diplomats from Israel,2023-11-06T18:57:09Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T18:57:09Z
6,Human skull found in Florida charity shop,2023-11-06T18:57:09Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T18:57:09Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T18:57:09Z
9,Democrat Tlaib says Biden supports genocide,2023-11-06T18:57:09Z
10,Korean man attacks woman for 'being a feminist',2023-11-06T18:57:09Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:02:09Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:02:09Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:02:09Z
4,South Africa recalls all diplomats from Israel,2023-11-06T19:02:09Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:02:09Z
6,Human skull found in Florida charity shop,2023-11-06T19:02:09Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:02:09Z
8,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:02:09Z
9,Democrat Tlaib says Biden supports genocide,2023-11-06T19:02:09Z
10,Korean man attacks woman for 'being a feminist',2023-11-06T19:02:09Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:07:10Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:07:10Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:07:10Z
4,South Africa recalls all diplomats from Israel,2023-11-06T19:07:10Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:07:10Z
6,Human skull found in Florida charity shop,2023-11-06T19:07:10Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:07:10Z
8,Democrat Tlaib says Biden supports genocide,2023-11-06T19:07:10Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:07:10Z
10,Ukraine military under pressure over deadly strike,2023-11-06T19:07:10Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:12:11Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:12:11Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:12:11Z
4,South Africa recalls all diplomats from Israel,2023-11-06T19:12:11Z
5,Barbra Streisand: I haven't had much fun in my life,2023-11-06T19:12:11Z
6,Human skull found in Florida charity shop,2023-11-06T19:12:11Z
7,"Over 30,000lb of chicken nuggets recalled in US",2023-11-06T19:12:11Z
8,Democrat Tlaib says Biden supports genocide,2023-11-06T19:12:11Z
9,Uganda leader hits back at US trade pact expulsion,2023-11-06T19:12:11Z
10,Ukraine military under pressure over deadly strike,2023-11-06T19:12:11Z
1,Bumble founder steps down as boss of dating app,2023-11-06T19:17:11Z
2,Hungary museum head sacked over LGBT content,2023-11-06T19:17:11Z
3,The US is quietly arming Taiwan to the teeth,2023-11-06T19:17:11Z
4,South Africa recalls all diplomats from Israel,2023-11-06T19:17:11Z
